,Prediction,Gold,ASR_BLEU
569,some professors were arrested and deported to campus,some teachers were arrested and deported to camps,BLEU = 54.11 75.0/57.1/50.0/40.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
570,he studied at the accursed university,he she studied at the university of veracruz,BLEU = 24.60 83.3/40.0/25.0/16.7 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
571,we lived in a finite planet where our natural resources mark our sustenance of life,we live in a spare planet where natural resources determine our life support,BLEU = 10.07 60.0/21.4/3.8/2.1 (BP = 1.000 ratio = 1.154 hyp_len = 15 ref_len = 13)
572,finally a special bomb was designed for the proposal,finally a special bomb for that purpose was designed,BLEU = 36.89 77.8/50.0/28.6/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
573,his repentant ferocity surprised him in a moment of plenary activity,his sudden death took him by surprise in a moment of full activity,BLEU = 22.50 63.6/30.0/22.2/12.5 (BP = 0.834 ratio = 0.846 hyp_len = 11 ref_len = 13)
574,he was a long miser of defunctors,it was a long mass of the deceased,BLEU = 22.77 57.1/33.3/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
575,at the same time he is a lot of history where pattern has to recuperate mister secretary,as well he has a story mode where pac man needs to recover the secret recipe from mr,BLEU = 3.37 35.3/3.1/1.7/0.9 (BP = 0.943 ratio = 0.944 hyp_len = 17 ref_len = 18)
576,he was assisted in graduation by pedro pearson and olivarez,the assistants of his recording were pedro pearson and anibal rodriguez,BLEU = 14.13 30.0/22.2/12.5/7.1 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
577,these plants however are prefixterrestrial terrestrials as well as mineral areas,these plants however prefer open grounds like scrubland areas,BLEU = 14.99 36.4/20.0/11.1/6.2 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9)
578,the pace varies according to the configuration,warning the weight differs according to the settings,BLEU = 22.77 57.1/33.3/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
579,all these operations were made while the computer was not working in function,all these operations were made while the computer was not working,BLEU = 82.42 84.6/83.3/81.8/80.0 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
580,the most frequent crisis gauzes the list is on the table,among the most frequent causes of hypertensive crisis we can find those listed in the table,BLEU = 11.65 54.5/30.0/11.1/6.2 (BP = 0.635 ratio = 0.688 hyp_len = 11 ref_len = 16)
581,oh no,i dont know him,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 2 ref_len = 4)
582,it symbolizes the force and military robustness of german culture,it symbolizes the strength and military sturdiness typical of the germanic cultures,BLEU = 16.83 60.0/33.3/12.5/7.1 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
583,cultural foundation santiago dastro,santiago of estuary cultural foundation,BLEU = 27.53 75.0/33.3/25.0/25.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
584,his acting was a regiate by the ex jugador of the cobbler,their performance was praised by warren feeney the former player of the club,BLEU = 7.84 41.7/9.1/5.0/2.8 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
585,the show more fun and electronics were shown in their previous works,the album had more funky and electronic sounds than their previous works had,BLEU = 13.79 50.0/18.2/10.0/5.6 (BP = 0.920 ratio = 0.923 hyp_len = 12 ref_len = 13)
586,the painting of his portrait,for the picturesqueness of their poetry,BLEU = 10.40 40.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
587,in the first quarter the result was not moved,in the third quarter the result was invariable,BLEU = 35.49 66.7/50.0/28.6/16.7 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
588,natural resources determine the humane activities of agriculture and minerals,the natural resources establish the three main activities livestock agriculture and mining,BLEU = 10.75 60.0/22.2/6.2/3.6 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
589,there are three goals and six parties,there he scored three goals in seven games,BLEU = 12.60 42.9/16.7/10.0/6.2 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
590,moore recognised the government of the frontier and it was evident that both were confederated,gamarra acknowledged la fuentes administration it was obvious that they were both conspiring,BLEU = 6.61 33.3/7.1/3.8/2.1 (BP = 1.000 ratio = 1.154 hyp_len = 15 ref_len = 13)
591,hes known for his unusual temper,he is known for his unusual trembling and cold voice,BLEU = 26.09 66.7/60.0/50.0/33.3 (BP = 0.513 ratio = 0.600 hyp_len = 6 ref_len = 10)
592,iterus peleus,hairy anthers,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 2 ref_len = 2)
593,his daughter was interested then she brought montreal and ponchie,her dowry was interesting as she contributed with montreuil and ponthieu,BLEU = 5.00 30.0/5.6/3.1/1.8 (BP = 0.905 ratio = 0.909 hyp_len = 10 ref_len = 11)
594,they started a new monastic experience a double monastery integrated mostly by women,a twin monastery integrated mostly by women there a new monastic experience commenced,BLEU = 49.74 76.9/58.3/45.5/30.0 (BP = 1.000 ratio = 1.000 hyp_len = 13 ref_len = 13)
595,slobber is the style of the basalt of santa felimina church,the logo is a stylization of the santa filomena church facade,BLEU = 9.86 54.5/10.0/5.6/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 11 ref_len = 11)
596,gordy or quaver is made up of the trimming effect,the ice in the cave is renewed by means of the chimney effect,BLEU = 7.39 40.0/11.1/6.2/3.6 (BP = 0.741 ratio = 0.769 hyp_len = 10 ref_len = 13)
597,douglas can cause the impact of repute and cause disparity problems,folded combs may cause trigger problems but can also absorb the impact of the striker,BLEU = 11.53 54.5/20.0/11.1/6.2 (BP = 0.695 ratio = 0.733 hyp_len = 11 ref_len = 15)
598,the door is open and it is left with the medium pointer,the door looks to the west and has a semicircular arch,BLEU = 8.05 33.3/9.1/5.0/2.8 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
599,he collaborated in the menstrual types and medicines on the wonders,they collaborate on the main newspapers and magazines mainly andaluces,BLEU = 8.30 27.3/10.0/5.6/3.1 (BP = 1.000 ratio = 1.100 hyp_len = 11 ref_len = 10)
